region,region,classification,country,city,pm10,pm25
Amr HI,Amr,HI,Chile,Arica,32.84360425,15.16
Amr HI,Amr,HI,Chile,Copiapó,47.45,19.05
Amr HI,Amr,HI,Chile,Coquimbo,31.24042041,14.42
Amr HI,Amr,HI,Chile,Coyhaique,75.445,63.92
Amr HI,Amr,HI,Chile,Curico,50.58,27.38
Amr HI,Amr,HI,Chile,Huasco,24.63270319,11.37
Amr HI,Amr,HI,Chile,Maule,41.63,21.57
Amr HI,Amr,HI,Chile,Osorno,53.59,34.57
Amr HI,Amr,HI,Chile,Padre las Casas,63.55,34.91
Amr HI,Amr,HI,Chile,Punta Arenas,11.80506594,5.449
Amr HI,Amr,HI,Chile,Quilpué,39.85,17.53
Amr HI,Amr,HI,Chile,Rancagua,75,29.825
Amr HI,Amr,HI,Chile,Rengo,49.29,22.75135196
Amr HI,Amr,HI,Chile,San Fernando,42.99,19.84338853
Amr HI,Amr,HI,Chile,Santiago,64.41,28.771
Amr HI,Amr,HI,Chile,Talagante,40.6,19.1
Amr HI,Amr,HI,Chile,Talca,49.435,25.32
Amr HI,Amr,HI,Chile,Temuco,50.1,31
Amr HI,Amr,HI,Chile,Valdivia,46.83,28.75
Amr HI,Amr,HI,Chile,Valparaíso,34.05682446,15.72
Amr HI,Amr,HI,Chile,Vina del Mar,33.74,12.51
Wpr LMI,Wpr,LMI,China,Anshan,98.28534972,65.14285714
Wpr LMI,Wpr,LMI,China,Anyang,119.4942936,79.2
Wpr LMI,Wpr,LMI,China,Baoding,190.104558,126
Wpr LMI,Wpr,LMI,China,Baoji,97.5040243,64.625
Wpr LMI,Wpr,LMI,China,Baotou,76.94708301,51
Wpr LMI,Wpr,LMI,China,Beihai,59.97346175,39.75
Wpr LMI,Wpr,LMI,China,Beijing,108,85.23853555
Wpr LMI,Wpr,LMI,China,Benxi,80.71899884,53.5
Wpr LMI,Wpr,LMI,China,Binzhou,79.96461567,53
Wpr LMI,Wpr,LMI,China,Cangzhou,133.2743595,88.33333333
Wpr LMI,Wpr,LMI,China,Changchun,130,63.6
Wpr LMI,Wpr,LMI,China,Changde,79.66286241,52.8
Wpr LMI,Wpr,LMI,China,Changhua,47.77760056,31.66666667
Wpr LMI,Wpr,LMI,China,Changsha,94,73.5
Wpr LMI,Wpr,LMI,China,Changshu,73.92955034,49
Wpr LMI,Wpr,LMI,China,Changzhi,101.3890976,67.2
Wpr LMI,Wpr,LMI,China,Changzhou,98.57273379,65.33333333
Wpr LMI,Wpr,LMI,China,Chaozhou,65.37987445,43.33333333
Wpr LMI,Wpr,LMI,China,Chengde,80.26636894,53.2
Wpr LMI,Wpr,LMI,China,Chengdu,150,71.375
Wpr LMI,Wpr,LMI,China,Chiayi,46.26883423,30.66666667
Wpr LMI,Wpr,LMI,China,Chifeng,60.35065334,40
Wpr LMI,Wpr,LMI,China,Chongqing,106,61.35294118
Wpr LMI,Wpr,LMI,China,Dalian,84.49091467,56
Wpr LMI,Wpr,LMI,China,Dandong,73.55235876,48.75
Wpr LMI,Wpr,LMI,China,Daqing,54.01383474,35.8
Wpr LMI,Wpr,LMI,China,Datong,63.368186,42
Wpr LMI,Wpr,LMI,China,Deyang,67.89448501,45
Wpr LMI,Wpr,LMI,China,Dezhou,89.52013578,59.33333333
Wpr LMI,Wpr,LMI,China,Dongguan,65,43.4
Wpr LMI,Wpr,LMI,China,Dongying,81.09619042,53.75
Wpr LMI,Wpr,LMI,China,Eerduosi,41.94370407,27.8
Wpr LMI,Wpr,LMI,China,Foshan,83,44.125
Wpr LMI,Wpr,LMI,China,Fushun,79.96461567,53
Wpr LMI,Wpr,LMI,China,Fuyang,89.77159684,59.5
Wpr LMI,Wpr,LMI,China,Fuzhou,64,31.33333333
Wpr LMI,Wpr,LMI,China,Guangzhou,72,47.72727273
Wpr LMI,Wpr,LMI,China,Guilin,83.35933992,55.25
Wpr LMI,Wpr,LMI,China,Guiyang,85,48.6
Wpr LMI,Wpr,LMI,China,Haikou,47,22
Wpr LMI,Wpr,LMI,China,Haimen,76.94708301,51
Wpr LMI,Wpr,LMI,China,Handan,168.6046378,111.75
Wpr LMI,Wpr,LMI,China,Hangzhou,106,60.63636364
Wpr LMI,Wpr,LMI,China,Harbin,119,71
Wpr LMI,Wpr,LMI,China,Hefei,115,78.6
Wpr LMI,Wpr,LMI,China,Hengshui,160.9350756,106.6666667
Wpr LMI,Wpr,LMI,China,Heyuan,60.35065334,40
Wpr LMI,Wpr,LMI,China,Heze,90.52598001,60
Wpr LMI,Wpr,LMI,China,Hohhot,146,42.875
Wpr LMI,Wpr,LMI,China,Hong Kong,49.38461538,29.46666667
Wpr LMI,Wpr,LMI,China,Hsinchu,32.68993722,21.66666667
Wpr LMI,Wpr,LMI,China,Huai'an,98.06981167,65
Wpr LMI,Wpr,LMI,China,Hualien,18.105196,12
Wpr LMI,Wpr,LMI,China,Huizhou,59,34.6
Wpr LMI,Wpr,LMI,China,Huludao,83.73653151,55.5
Wpr LMI,Wpr,LMI,China,Huzhou,111,62.66666667
Wpr LMI,Wpr,LMI,China,Jiangmen,77,42.75
Wpr LMI,Wpr,LMI,China,Jiangyin,102.0931886,67.66666667
Wpr LMI,Wpr,LMI,China,Jiaonan,79.21023251,52.5
Wpr LMI,Wpr,LMI,China,Jiaozhou,79.21023251,52.5
Wpr LMI,Wpr,LMI,China,Jiaozuo,102.9733023,68.25
Wpr LMI,Wpr,LMI,China,Jiaxing,94,56.33333333
Wpr LMI,Wpr,LMI,China,Jiayuguan,46.77175634,31
Wpr LMI,Wpr,LMI,China,Jieyang,59.59627017,39.5
Wpr LMI,Wpr,LMI,China,Jilin,76.08493082,50.42857143
Wpr LMI,Wpr,LMI,China,Jimo,76.94708301,51
Wpr LMI,Wpr,LMI,China,Jinan,199,51.75
Wpr LMI,Wpr,LMI,China,Jinchang,48.28052267,32
Wpr LMI,Wpr,LMI,China,Jingzhou,112.1516308,74.33333333
Wpr LMI,Wpr,LMI,China,Jinhua,99,63
Wpr LMI,Wpr,LMI,China,Jining,81.47338201,54
Wpr LMI,Wpr,LMI,China,Jintan,72.42078401,48
Wpr LMI,Wpr,LMI,China,Jinzhou,83.58565487,55.4
Wpr LMI,Wpr,LMI,China,Jiujiang,60.35065334,40
Wpr LMI,Wpr,LMI,China,Jurong,97.31542851,64.5
Wpr LMI,Wpr,LMI,China,Kaifeng,105.9908349,70.25
Wpr LMI,Wpr,LMI,China,Kaohsiung,45.51445106,30.16666667
Wpr LMI,Wpr,LMI,China,Karamay,50.39279554,33.4
Wpr LMI,Wpr,LMI,China,Keelung,30.17532667,20
Wpr LMI,Wpr,LMI,China,Kinmen,48.28052267,32
Wpr LMI,Wpr,LMI,China,Korla,87.00552523,57.66666667
Wpr LMI,Wpr,LMI,China,Kunming,82,33.57142857
Wpr LMI,Wpr,LMI,China,Kunshan,68.64886817,45.5
Wpr LMI,Wpr,LMI,China,Laiwu,103.0990328,68.33333333
Wpr LMI,Wpr,LMI,China,Laixi,83.73653151,55.5
Wpr LMI,Wpr,LMI,China,Laizhou,84.49091467,56
Wpr LMI,Wpr,LMI,China,Langfang,144.0871848,95.5
Wpr LMI,Wpr,LMI,China,Lanzhou,153,58.4
Wpr LMI,Wpr,LMI,China,Lhasa,64,24
Wpr LMI,Wpr,LMI,China,Lianyungang,91.65755476,60.75
Wpr LMI,Wpr,LMI,China,Liaocheng,95.55520112,63.33333333
Wpr LMI,Wpr,LMI,China,Lienchiang,39.22792467,26
Wpr LMI,Wpr,LMI,China,Lin'an,86.75406417,57.5
Wpr LMI,Wpr,LMI,China,Linfen,93.54351267,62
Wpr LMI,Wpr,LMI,China,Linyi,83.73653151,55.5
Wpr LMI,Wpr,LMI,China,Lishui,69,43.33333333
Wpr LMI,Wpr,LMI,China,Liuzhou,98.32127273,65.16666667
Wpr LMI,Wpr,LMI,China,Liyang,78.45584934,52
Wpr LMI,Wpr,LMI,China,Luoyang,84.70645272,56.14285714
Wpr LMI,Wpr,LMI,China,Luzhou,75.06112509,49.75
Wpr LMI,Wpr,LMI,China,Maanshan,86.60318754,57.4
Wpr LMI,Wpr,LMI,China,Maoming,48.65771425,32.25
Wpr LMI,Wpr,LMI,China,Meizhou,51.29805534,34
Wpr LMI,Wpr,LMI,China,Mianyang,66.00852709,43.75
Wpr LMI,Wpr,LMI,China,Miaoli,37.21623623,24.66666667
Wpr LMI,Wpr,LMI,China,Mudanjiang,75.13656341,49.8
Wpr LMI,Wpr,LMI,China,Nanchang,116,48.55555556
Wpr LMI,Wpr,LMI,China,Nanchong,86.25114206,57.16666667
Wpr LMI,Wpr,LMI,China,Nanjing,137,72.33333333
Wpr LMI,Wpr,LMI,China,Nanning,90,47.25
Wpr LMI,Wpr,LMI,China,Nantong,90.22422674,59.8
Wpr LMI,Wpr,LMI,China,Nantou,50.54367217,33.5
Wpr LMI,Wpr,LMI,China,New Taipei,33.60434106,22.27272727
Wpr LMI,Wpr,LMI,China,Ningbo,86,45.125
Wpr LMI,Wpr,LMI,China,Panjin,84.99383678,56.33333333
Wpr LMI,Wpr,LMI,China,Panzhihua,47.9787694,31.8
Wpr LMI,Wpr,LMI,China,Penghu,24.14026134,16
Wpr LMI,Wpr,LMI,China,Penglai,68.64886817,45.5
Wpr LMI,Wpr,LMI,China,Pingdingshan,105.2364518,69.75
Wpr LMI,Wpr,LMI,China,Pingdu,87.50844734,58
Wpr LMI,Wpr,LMI,China,Pingtung,33.69578145,22.33333333
Wpr LMI,Wpr,LMI,China,Qingdao,106,45.88888889
Wpr LMI,Wpr,LMI,China,Qingyuan,62.86526389,41.66666667
Wpr LMI,Wpr,LMI,China,Qinhuangdao,90.52598001,60
Wpr LMI,Wpr,LMI,China,Qiqihar,52.20331514,34.6
Wpr LMI,Wpr,LMI,China,Quanzhou,47.5261395,31.5
Wpr LMI,Wpr,LMI,China,Qujing,47.5261395,31.5
Wpr LMI,Wpr,LMI,China,Quzhou,94,57.33333333
Wpr LMI,Wpr,LMI,China,Rizhao,56.83019856,37.66666667
Wpr LMI,Wpr,LMI,China,Rongcheng,57.33312067,38
Wpr LMI,Wpr,LMI,China,Rushan,72.42078401,48
Wpr LMI,Wpr,LMI,China,Sanmenxia,96.18385376,63.75
Wpr LMI,Wpr,LMI,China,Sanya,22.631495,15
Wpr LMI,Wpr,LMI,China,Shanghai,84,51.6
Wpr LMI,Wpr,LMI,China,Shantou,57.33312067,38
Wpr LMI,Wpr,LMI,China,Shanwei,40.736691,27
Wpr LMI,Wpr,LMI,China,Shaoguan,73.02429054,48.4
Wpr LMI,Wpr,LMI,China,Shaoxing,105,64
Wpr LMI,Wpr,LMI,China,Shenyang,129,71.54545455
Wpr LMI,Wpr,LMI,China,Shenzhen,61,33.63636364
Wpr LMI,Wpr,LMI,China,Shijiazhuang,305,120.625
Wpr LMI,Wpr,LMI,China,Shizuishan,62.23661125,41.25
Wpr LMI,Wpr,LMI,China,Shouguang,116.9293908,77.5
Wpr LMI,Wpr,LMI,China,Suqian,101.8417275,67.5
Wpr LMI,Wpr,LMI,China,Suzhou,96.56104534,64
Wpr LMI,Wpr,LMI,China,Taian,83.48507045,55.33333333
Wpr LMI,Wpr,LMI,China,Taicang,82.22776517,54.5
Wpr LMI,Wpr,LMI,China,Taichung,43.75422367,29
Wpr LMI,Wpr,LMI,China,Tainan,44.13141525,29.25
Wpr LMI,Wpr,LMI,China,Taipei,28.23548424,18.71428571
Wpr LMI,Wpr,LMI,China,Taitung,15.8420465,10.5
Wpr LMI,Wpr,LMI,China,Taiyuan,157,67
Wpr LMI,Wpr,LMI,China,Taizhou,82,61.28571429
Wpr LMI,Wpr,LMI,China,Tangshan,153.1397828,101.5
Wpr LMI,Wpr,LMI,China,Taoyuan,35.70746989,23.66666667
Wpr LMI,Wpr,LMI,China,Tianjin,150,87.4
Wpr LMI,Wpr,LMI,China,Tongchuan,96.56104534,64
Wpr LMI,Wpr,LMI,China,Urumqi,146,64.42857143
Wpr LMI,Wpr,LMI,China,Wafangdian,88.26283051,58.5
Wpr LMI,Wpr,LMI,China,Weifang,73.32604381,48.6
Wpr LMI,Wpr,LMI,China,Weihai,45.26299,30
Wpr LMI,Wpr,LMI,China,Weinan,101.8417275,67.5
Wpr LMI,Wpr,LMI,China,Wendeng,69.40325134,46
Wpr LMI,Wpr,LMI,China,Wenzhou,94,45.5
Wpr LMI,Wpr,LMI,China,Wuhan,124,79.5
Wpr LMI,Wpr,LMI,China,Wuhu,92.03474634,61
Wpr LMI,Wpr,LMI,China,Wujiang,84.99383678,56.33333333
Wpr LMI,Wpr,LMI,China,Wuxi,100.8718063,66.85714286
Wpr LMI,Wpr,LMI,China,Xiamen,62,36
Wpr LMI,Wpr,LMI,China,Xi'an,189,69.53846154
Wpr LMI,Wpr,LMI,China,Xiangtan,105.1825672,69.71428571
Wpr LMI,Wpr,LMI,China,Xianyang,98.44700326,65.25
Wpr LMI,Wpr,LMI,China,Xingtai,193.1220907,128
Wpr LMI,Wpr,LMI,China,Xining,163,61.5
Wpr LMI,Wpr,LMI,China,Xuzhou,100.2251922,66.42857143
Wpr LMI,Wpr,LMI,China,Yan'an,72.79797559,48.25
Wpr LMI,Wpr,LMI,China,Yancheng,86.37687259,57.25
Wpr LMI,Wpr,LMI,China,Yangjiang,47.77760056,31.66666667
Wpr LMI,Wpr,LMI,China,Yangquan,105.3621823,69.83333333
Wpr LMI,Wpr,LMI,China,Yangzhou,97.31542851,64.5
Wpr LMI,Wpr,LMI,China,Yantai,46.01737317,30.5
Wpr LMI,Wpr,LMI,China,Yibin,77.70146617,51.5
Wpr LMI,Wpr,LMI,China,Yichang,105.6136433,70
Wpr LMI,Wpr,LMI,China,Yilan,24.14026134,16
Wpr LMI,Wpr,LMI,China,Yinchuan,118,47
Wpr LMI,Wpr,LMI,China,Yingkou,60.72784492,40.25
Wpr LMI,Wpr,LMI,China,Yiwu,88.26283051,58.5
Wpr LMI,Wpr,LMI,China,Yixing,81.47338201,54
Wpr LMI,Wpr,LMI,China,Yueyang,73.17516717,48.5
Wpr LMI,Wpr,LMI,China,Yunfu,47.27467845,31.33333333
Wpr LMI,Wpr,LMI,China,Yunlin,46.39456475,30.75
Wpr LMI,Wpr,LMI,China,Yuxi,45.76591211,30.33333333
Wpr LMI,Wpr,LMI,China,Zaozhuang,72.72253727,48.2
Wpr LMI,Wpr,LMI,China,Zhangjiagang,90.52598001,60
Wpr LMI,Wpr,LMI,China,Zhangjiajie,70.53482609,46.75
Wpr LMI,Wpr,LMI,China,Zhangjiakou,51.29805534,34
Wpr LMI,Wpr,LMI,China,Zhangqiu,70.91201767,47
Wpr LMI,Wpr,LMI,China,Zhanjiang,38.97646361,25.83333333
Wpr LMI,Wpr,LMI,China,Zhaoqing,85,55
Wpr LMI,Wpr,LMI,China,Zhaoyuan,82.22776517,54.5
Wpr LMI,Wpr,LMI,China,Zhengzhou,171,85.66666667
Wpr LMI,Wpr,LMI,China,Zhenjiang,99.20138642,65.75
Wpr LMI,Wpr,LMI,China,Zhongshan,66,37.75
Wpr LMI,Wpr,LMI,China,Zhoushan,58,29
Wpr LMI,Wpr,LMI,China,Zhuhai,59,34.5
Wpr LMI,Wpr,LMI,China,Zhuji,88.26283051,58.5
Wpr LMI,Wpr,LMI,China,Zhuzhou,104.5359531,69.28571429
Wpr LMI,Wpr,LMI,China,Zibo,82.22776517,54.5
Wpr LMI,Wpr,LMI,China,Zigong,96.93823692,64.25
Wpr LMI,Wpr,LMI,China,Zunyi,74.23130361,49.2
Amr LMI,Amr,LMI,Colombia,Armenia,25,11.00118028
Amr LMI,Amr,LMI,Colombia,Barbosa,31.6,13.90549187
Amr LMI,Amr,LMI,Colombia,Bello,42.9,18.87802536
Amr LMI,Amr,LMI,Colombia,Bogotá,51.91,24
Amr LMI,Amr,LMI,Colombia,Bucaramanga,46.905,20.64041444
Amr LMI,Amr,LMI,Colombia,Caldas,49,24.9
Amr LMI,Amr,LMI,Colombia,Cali,41.1,17.35
Amr LMI,Amr,LMI,Colombia,Ciénaga,48,21.12226613
Amr LMI,Amr,LMI,Colombia,Copacabana,35.4,15.57767127
Amr LMI,Amr,LMI,Colombia,Girardota,45.6,21
Amr LMI,Amr,LMI,Colombia,Itagüí,50.23333333,28.6
Amr LMI,Amr,LMI,Colombia,La Estrella,46.65,41.2
Amr LMI,Amr,LMI,Colombia,Manizales,26.33333333,18
Amr LMI,Amr,LMI,Colombia,Medellin,45.24,26.32
Amr LMI,Amr,LMI,Colombia,Pasto,18,9
Amr LMI,Amr,LMI,Colombia,Sabaneta,42.6,18.74601119
Amr LMI,Amr,LMI,Colombia,Santa Marta,35.5,15.62167599
Amr LMI,Amr,LMI,Colombia,Valledupar,35.5,15.62167599
Amr LMI,Amr,LMI,Costa Rica,Alajuela,28,19.81332706
Amr LMI,Amr,LMI,Costa Rica,Belén,31,30
Amr LMI,Amr,LMI,Costa Rica,Cartago,27,19.10570824
Amr LMI,Amr,LMI,Costa Rica,Heredia,47,29
Amr LMI,Amr,LMI,Costa Rica,Moravia,19.78466306,14
Amr LMI,Amr,LMI,Costa Rica,San José,27,24
Amr LMI,Amr,LMI,Costa Rica,Santa Ana,23,16.27523294
Eur HI,Eur,HI,Croatia,KUTINA,31.81024811,19.39691215
Eur HI,Eur,HI,Croatia,OSIJEK,33.16423158,20.22252968
Eur HI,Eur,HI,Croatia,RIJEKA,18.22072896,11.11044081
Eur HI,Eur,HI,Croatia,SISAK,36.90293636,22.50227701
Eur HI,Eur,HI,Croatia,ZAGREB,35.81121829,21.83658086
Eur HI,Eur,HI,Cyprus,AYIA MARINA,26.4019178,12.78791208
Eur HI,Eur,HI,Cyprus,LARNAKA,36.19707831,16.52136986
Eur HI,Eur,HI,Cyprus,LIMASSOL,37.38164383,17.05917808
Eur HI,Eur,HI,Cyprus,NICOSIA,47.17835616,17.03178082
Eur HI,Eur,HI,Cyprus,PAFOS,36.11664436,16.48465753
Eur HI,Eur,HI,Czech Republic,BEROUN,27.3507817,12.65196192
Eur HI,Eur,HI,Czech Republic,BRANDYS,25.20869565,18.73503539
Eur HI,Eur,HI,Czech Republic,BRNO,25.32017568,19.91448159
Eur HI,Eur,HI,Czech Republic,CESKA LIPA,23.14040249,17.19788543
Eur HI,Eur,HI,Czech Republic,CESKE BUDEJOVICE,22.63900034,18.3322588
Eur HI,Eur,HI,Czech Republic,CESKY TESIN,44.71172303,33.22963333
Eur HI,Eur,HI,Czech Republic,CHEB,18.70638102,13.90253249
Eur HI,Eur,HI,Czech Republic,CHOMUTOV,24.83325719,18.45601052
Eur HI,Eur,HI,Czech Republic,DECIN,29.7846934,22.13590471
Eur HI,Eur,HI,Czech Republic,FRYDEK-MISTEK,38.03721516,28.26915688
Eur HI,Eur,HI,Czech Republic,HAVIROV,44.90256053,33.37146325
Eur HI,Eur,HI,Czech Republic,HRADEC KRALOVE,26.09092024,21.39925255
Eur HI,Eur,HI,Czech Republic,JABLONEC,21.72913331,16.14903393
Eur HI,Eur,HI,Czech Republic,Jicín,22.44375,17.60975609
Eur HI,Eur,HI,Czech Republic,JIHLAVA,20.30496616,16.61031022
Eur HI,Eur,HI,Czech Republic,KARLOVY VARY,25.39051428,18.87016251
Eur HI,Eur,HI,Czech Republic,KARVINA,43.4285878,32.27601065
Eur HI,Eur,HI,Czech Republic,KLADNO,29.65918013,12.39283119
Eur HI,Eur,HI,Czech Republic,KUTNA HORA,23.90822784,17.76853118
Eur HI,Eur,HI,Czech Republic,LIBEREC,25.19658217,21.80543414
Eur HI,Eur,HI,Czech Republic,LITOMERICE,26.98879103,20.05799753
Eur HI,Eur,HI,Czech Republic,MLADA BOLESLAV,25.74979915,19.13718207
Eur HI,Eur,HI,Czech Republic,MOST,31.43989355,21.76447785
Eur HI,Eur,HI,Czech Republic,OLOMOUC-HEJCIN,33.07628379,24.58220591
Eur HI,Eur,HI,Czech Republic,OPAVA,32.76416291,24.35023851
Eur HI,Eur,HI,Czech Republic,ORLOVA,44.06725684,32.75066778
Eur HI,Eur,HI,Czech Republic,OSTRAVA,41.35871661,32.23298958
Eur HI,Eur,HI,Czech Republic,PARDUBICE,27.51251435,22.24781443
Eur HI,Eur,HI,Czech Republic,PLZEN,24.74705122,21.08180222
Eur HI,Eur,HI,Czech Republic,PRAGUE,26.77513844,18.61825888
Eur HI,Eur,HI,Czech Republic,PREROV,30.99634202,23.03639874
Eur HI,Eur,HI,Czech Republic,PRIBRAM,23.22771937,17.2627791
Eur HI,Eur,HI,Czech Republic,PROSTEJOV,31.32190214,23.27835415
Eur HI,Eur,HI,Czech Republic,RYCHNOV N. KNEZNOU,24.09491525,17.90727676
Eur HI,Eur,HI,Czech Republic,SOKOLOV,17.75226412,13.43596287
Eur HI,Eur,HI,Czech Republic,STANKOV,27.19127516,20.20848319
Eur HI,Eur,HI,Czech Republic,TABOR,30.08411764,22.35843601
Eur HI,Eur,HI,Czech Republic,TANVALD,23.21203438,17.25112206
Eur HI,Eur,HI,Czech Republic,TEPLICE,26.15229064,19.23952027
Eur HI,Eur,HI,Czech Republic,TREBIC,22.10769769,16.43038197
Eur HI,Eur,HI,Czech Republic,TRINEC,34.56062329,30.5514816
Eur HI,Eur,HI,Czech Republic,TRUTNOV,22.32089033,16.58882617
Eur HI,Eur,HI,Czech Republic,UHERSKE HRADISTE,32.31068622,24.01321584
Eur HI,Eur,HI,Czech Republic,USTI NAD LABEM,27.48938942,18.14021801
Eur HI,Eur,HI,Czech Republic,VODNANY,27.46020761,20.40835307
Eur HI,Eur,HI,Czech Republic,VSETIN,27.7920792,20.65499915
Eur HI,Eur,HI,Czech Republic,VYSKOV,23.58544303,17.52863837
Eur HI,Eur,HI,Czech Republic,ZLIN,28.32708983,21.68920963
Eur HI,Eur,HI,Czech Republic,ZNOJMO,23.12221701,19.94307954
Eur HI,Eur,HI,Denmark,AALBORG,23.97936795,11.01278383
Eur HI,Eur,HI,Denmark,ARHUS,20.95993646,10.59965728
Eur HI,Eur,HI,Denmark,COPENHAGEN,26.53523492,11.26575635
Eur HI,Eur,HI,Denmark,KELDSNOR,15.99083431,7.343963439
Eur HI,Eur,HI,Denmark,ODENSE,22.4986793,10.33276157
Amr LMI,Amr,LMI,Ecuador,Ambato,19.66,9.481164023
Amr LMI,Amr,LMI,Ecuador,Cuenca,32.36666667,9.4
Amr LMI,Amr,LMI,Ecuador,Ibarra,18.48,8.912101279
Amr LMI,Amr,LMI,Ecuador,Latacunga,28.37,13.68161868
Amr LMI,Amr,LMI,Ecuador,Manta,27.77,13.39226475
Amr LMI,Amr,LMI,Ecuador,Milagro,66.35,31.99772294
Amr LMI,Amr,LMI,Ecuador,Portoviejo,24.58,11.85386631
Amr LMI,Amr,LMI,Ecuador,Quito,36.045,18.446
Amr LMI,Amr,LMI,Ecuador,Santo Domingo,68.79,33.17442895
Emr LMI,Emr,LMI,Egypt,Delta region,167,70.57164268
Emr LMI,Emr,LMI,Egypt,Greater Cairo,179,75.64265892
Amr LMI,Amr,LMI,El Salvador,San Salvador,77.20134773,41.8
Eur HI,Eur,HI,Estonia,KOHTLA-JARVE,16.95113636,6.43555555
Eur HI,Eur,HI,Estonia,NARVA,14.49858356,7.64
Eur HI,Eur,HI,Estonia,TALLINN,13.95358502,8.22038567
Eur HI,Eur,HI,Estonia,TARTU,17.25506849,8.11098901
Eur HI,Eur,HI,Finland,Harjavalta,12.035,7.48
Eur HI,Eur,HI,Finland,Helsinki,19.10666667,8.965
Eur HI,Eur,HI,Finland,Hyvinkää,15.93,8.096273307
Eur HI,Eur,HI,Finland,Imatra,13.44666667,6.834142398
Eur HI,Eur,HI,Finland,Jyväskylä,12.585,6.396208385
Eur HI,Eur,HI,Finland,Kajaani,12.92,6.566468997
Eur HI,Eur,HI,Finland,Kotka,15.02,7.63377433
Eur HI,Eur,HI,Finland,Kouvola,14.62,7.430478076
Eur HI,Eur,HI,Finland,Kuopio,15.37,5.93
Eur HI,Eur,HI,Finland,Lahti,15.11,7.67
Eur HI,Eur,HI,Finland,Lappeenranta,16.04,8.17
Eur HI,Eur,HI,Finland,Lohja,11.09,6.3
Eur HI,Eur,HI,Finland,Mikkeli,13.78,7.003555943
Eur HI,Eur,HI,Finland,Muonio,4.35,2.21084676
Eur HI,Eur,HI,Finland,Oulu,13.63,7.65
Eur HI,Eur,HI,Finland,Pietarsaari,15.53,7.892977053
Eur HI,Eur,HI,Finland,Pori,13.58,6.901907816
Eur HI,Eur,HI,Finland,Raahe,9.15,4.650401805
Eur HI,Eur,HI,Finland,Tampere,18.225,9.39
Eur HI,Eur,HI,Finland,Turku,14.85,7.547373422
Eur HI,Eur,HI,Finland,Vaasa,14.16,6.83
Eur HI,Eur,HI,Finland,Valkeakoski,12.6,6.403831994
Eur HI,Eur,HI,Finland,Vantaa,16.16,8.42
Eur HI,Eur,HI,Finland,Virolahti,12.68,7.14
Eur HI,Eur,HI,France,AGEN,15,9.366172794
Eur HI,Eur,HI,France,AIRVAULT,16,9.990584314
Eur HI,Eur,HI,France,AIX-EN-PROVENCE,23.5,13
Eur HI,Eur,HI,France,AJACCIO,23.5,10
Eur HI,Eur,HI,France,ALBERTVILLE,17,10.61499583
Eur HI,Eur,HI,France,ALBI,16,15
Eur HI,Eur,HI,France,AMIENS,21,13
Eur HI,Eur,HI,France,ANGERS,19,12
Eur HI,Eur,HI,France,ANGLET,27,16.85911103
Eur HI,Eur,HI,France,ANGOULEME,20,10
Eur HI,Eur,HI,France,ANNECY,20.66666667,16
Eur HI,Eur,HI,France,ANNEMASSE,17,12
Eur HI,Eur,HI,France,ANTIBES,26,16.23469951
Eur HI,Eur,HI,France,ARLES,26,16.23469951
Eur HI,Eur,HI,France,ARMENTIERES,18,11.23940735
Eur HI,Eur,HI,France,ARREST,18,11.23940735
Eur HI,Eur,HI,France,ATTON,15,9.366172794
Eur HI,Eur,HI,France,AURILLAC,14,8.741761275
Eur HI,Eur,HI,France,AUXERRE,15,10
Eur HI,Eur,HI,France,AVIGNON,21.5,13
Eur HI,Eur,HI,France,AYTRE,22,13.73705343
Eur HI,Eur,HI,France,BAIE-MAHAULT,15,9.366172794
Eur HI,Eur,HI,France,BAR-LE-DUC,17,10.61499583
Eur HI,Eur,HI,France,BASSENS,18,11
Eur HI,Eur,HI,France,BASTIA,23,11
Eur HI,Eur,HI,France,BAYONNE,19,8
Eur HI,Eur,HI,France,BEAUVAIS,22,15
Eur HI,Eur,HI,France,BELFORT,16,9.990584314
Eur HI,Eur,HI,France,BELLEVILLE-SUR-MEUSE,22.42111101,14
Eur HI,Eur,HI,France,BESANCON,21.5,14
Eur HI,Eur,HI,France,BESSIERES,18,11.23940735
Eur HI,Eur,HI,France,BETHENY,19,11.86381887
Eur HI,Eur,HI,France,BETHUNE,21,13
Eur HI,Eur,HI,France,BILLERE,16,10
Eur HI,Eur,HI,France,BIZANOS,15,9.366172794
Eur HI,Eur,HI,France,BLENOD-LES-PONT-A-MOUSSON,18,11.23940735
Eur HI,Eur,HI,France,BLOIS,16,9.990584314
Eur HI,Eur,HI,France,BOBIGNY,22,14
Eur HI,Eur,HI,France,BOIS-HERPIN,17,8
Eur HI,Eur,HI,France,BORDEAUX,22.33333333,13.9451906
Eur HI,Eur,HI,France,BOULOGNE-SUR-MER,23,14.36146495
Eur HI,Eur,HI,France,BOURG-EN-BRESSE,17,10.61499583
Eur HI,Eur,HI,France,BOURGES,18.5,11.55161311
Eur HI,Eur,HI,France,BOURG-LES-VALENCE,20,14
Eur HI,Eur,HI,France,BOURGOIN-JALLIEU,16,9.990584314
Eur HI,Eur,HI,France,BREST,19.5,13
Eur HI,Eur,HI,France,BRIVE-LA-GAILLARDE,21,13.11264191
Eur HI,Eur,HI,France,CAEN,20,11
